1,2,3,4,5,6,7,8,9,time,delta,,,
66,0,0,0,1,2,3,0,0,26.10246896,0,26.08137045,26.10246896,2456
33,18,8,1,0,1,3,0,1,32.93849008,0,32.91934333,32.93849008,1375
49,733,52,0,0,1,2,0,0,52.29056658,0,52.27694504,52.29056658,2638
40,52,18,3,0,1,2,1,1,61.13886114,0,61.12776588,61.13886114,2816
61,567,173,2,1,2,3,1,0,35.83559298,0,35.81727338,35.83559298,1918
43,12,5,0,0,2,3,0,0,53.2324818,0,53.21912919,53.2324818,1240
58,266,111,1,1,1,2,0,0,49.27929214,0,49.26481085,49.27929214,2750
50,0,2,2,0,1,3,0,1,49.25074925,0,49.23625981,49.25074925,2718
76,55,80,1,1,2,2,0,0,59.26930213,1,59.25767309,59.26930213,1933
57,0,0,0,1,3,3,0,0,36.26373626,0,36.2455389,36.26373626,2352
56,34,392,0,1,1,3,0,0,46.62480377,0,46.6095646,46.62480377,1629
72,189,726,0,1,1,2,0,0,44.12730127,0,44.11134904,44.12730127,1891
56,0,244,0,1,1,3,0,0,35.50734979,0,35.48893647,35.50734979,2377
61,507,45,0,1,1,3,0,0,17.06864564,0,17.04496788,17.06864564,1951
30,109,25,7,0,2,2,0,1,60.51091765,0,60.49964311,60.51091765,1648
55,13,0,0,1,1,2,0,0,58.58427287,0,58.57244825,58.58427287,2366
57,0,0,0,1,2,3,0,0,38.23319538,0,38.21556031,38.23319538,1569
56,501,173,2,1,2,3,1,0,38.63279578,0,38.6152748,38.63279578,1065
58,471,536,0,1,1,2,0,0,41.00185529,0,40.98501071,41.00185529,2462
52,0,3,1,1,3,3,1,0,12.57314114,1,12.54817987,12.57314114,2441
50,385,52,0,0,1,2,0,0,34.02311974,0,34.00428266,34.02311974,2518
57,0,27,0,1,1,2,0,0,47.70943342,0,47.69450393,47.70943342,2824
58,155,82,1,1,1,3,1,0,30.42671614,0,30.40685225,30.42671614,2466
45,20,52,0,0,1,3,0,0,40.83059797,0,40.8137045,40.83059797,2624
48,44,81,2,0,2,3,0,1,46.29656058,0,46.28122769,46.29656058,2637
62,103,76,0,1,1,3,0,0,41.35864136,0,41.34189864,41.35864136,1485
53,454,98,0,0,1,3,0,0,19.46624804,0,19.44325482,19.46624804,2730
47,187,22,0,0,2,3,0,0,51.93378051,0,51.9200571,51.93378051,2790
88,55,313,10,1,3,2,1,0,8.163265306,1,8.137044968,8.163265306,1763
49,19,0,1,0,1,3,0,1,56.5291851,0,56.51677373,56.5291851,2976
71,42,335,0,1,1,3,0,0,29.74168688,0,29.72162741,29.74168688,1361
58,4,2,0,1,2,3,0,0,37.71942343,0,37.70164168,37.71942343,1914
53,293,191,0,1,1,2,0,0,69.51619809,0,69.50749465,69.51619809,1217
47,559,51,2,0,1,3,0,1,54.40274012,0,54.38972163,54.40274012,1256
60,0,21,0,1,2,3,0,0,42.571714,0,42.55531763,42.571714,1733
62,1,16,0,1,1,3,0,0,63.19394891,0,63.1834404,63.19394891,2679
41,0,3,0,0,2,3,0,0,46.43927501,0,46.42398287,46.43927501,2377
55,167,653,0,1,1,3,0,0,41.72969887,0,41.7130621,41.72969887,2258
76,11,584,10,1,3,3,1,0,22.62023691,0,22.59814418,22.62023691,2337
53,0,21,0,1,1,3,0,0,25.36035393,0,25.33904354,25.36035393,2541
37,206,40,1,0,1,3,0,1,35.92122164,0,35.90292648,35.92122164,2855
51,316,215,0,0,2,3,0,0,57.24275724,0,57.23054961,57.24275724,2954
70,330,69,0,1,1,3,0,0,29.95575853,0,29.93576017,29.95575853,2589
58,59,390,1,1,2,2,0,0,44.82660197,0,44.81084939,44.82660197,2761
62,0,0,3,1,1,2,1,0,39.06093906,0,39.04354033,39.06093906,2134
55,12,6,0,1,1,3,0,0,62.95133438,0,62.9407566,62.95133438,2452
68,0,0,0,1,2,3,0,0,24.38989582,0,24.36830835,24.38989582,2719
76,0,269,0,1,2,3,0,0,43.75624376,0,43.74018558,43.75624376,2470
50,576,155,0,0,1,3,0,0,42.52889967,0,42.51249108,42.52889967,2301
70,28,127,0,1,2,2,0,0,47.30983302,0,47.29478944,47.30983302,2950
35,242,45,5,0,1,3,0,1,66.83316683,0,66.82369736,66.83316683,2366
47,0,0,1,0,1,3,0,1,38.06193806,0,38.0442541,38.06193806,2215
46,187,68,1,0,1,3,0,1,15.04210076,0,15.0178444,15.04210076,1024
52,857,13,1,1,1,3,0,1,63.49364921,0,63.48322627,63.49364921,1599
55,1,5,0,1,1,3,0,0,40.94476952,0,40.92790864,40.94476952,1474
72,16,184,0,1,2,2,0,0,37.29128015,0,37.27337616,37.29128015,2300
56,53,840,0,1,1,3,0,0,38.93249608,0,38.91506067,38.93249608,2677
57,41,20,1,1,1,2,0,0,47.49536178,0,47.48037116,47.49536178,1419
59,38,74,10,1,2,3,1,0,25.70286856,0,25.68165596,25.70286856,1806
44,0,30,3,0,2,3,0,1,47.72370487,0,47.70877944,47.72370487,2022
68,321,716,0,1,2,3,0,0,46.19666048,0,46.18129907,46.19666048,2564
63,7,0,0,1,1,2,0,0,54.70244042,0,54.68950749,54.70244042,1373
50,75,10,0,1,1,2,0,0,46.85314685,1,46.83797288,46.85314685,1772
61,1167,187,3,1,2,3,0,1,53.58926787,0,53.57601713,53.58926787,1450
84,10,544,3,1,1,3,1,0,27.13001284,0,27.10920771,27.13001284,1287
48,172,69,3,0,2,3,0,1,53.24675325,0,53.23340471,53.24675325,2025
68,29,203,1,1,2,3,0,0,56.75752819,0,56.74518201,56.75752819,1516
46,131,46,0,0,2,2,0,0,54.10303982,0,54.08993576,54.10303982,2662
50,239,61,0,0,1,3,0,0,70.14414157,0,70.13561742,70.14414157,2828
44,207,62,0,0,1,3,0,0,42.34337091,0,42.32690935,42.34337091,1906
51,82,962,0,1,1,3,0,0,26.84458399,0,26.82369736,26.84458399,2886
53,24,526,0,1,1,3,0,0,44.49835878,0,44.48251249,44.49835878,1411
35,82,25,0,0,1,2,0,0,53.44655345,0,53.43326196,53.44655345,1693
83,1623,1080,3,1,1,3,0,0,25.44598259,1,25.42469665,25.44598259,2719
48,95,40,8,0,2,3,1,1,42.40045669,0,42.38401142,42.40045669,1066
47,48,32,0,0,1,2,0,0,47.92350507,0,47.90863669,47.92350507,1606
63,1001,136,11,1,2,3,1,1,45.31183103,0,45.29621699,45.31183103,2461
48,12,7,0,0,1,2,0,0,52.80433852,0,52.79086367,52.80433852,2174
69,0,0,1,1,1,3,1,0,28.62851434,0,28.60813704,28.62851434,1305
75,338,283,6,1,2,3,1,0,25.48879692,0,25.4675232,25.48879692,2938
60,51,59,0,1,1,2,0,0,62.93706294,0,62.92648108,62.93706294,2621
53,102,153,0,0,1,2,0,0,53.9317825,0,53.91862955,53.9317825,2639
61,493,116,0,1,1,2,0,0,64.63536464,0,64.62526767,64.63536464,2475
57,548,157,1,1,1,3,1,0,35.43599258,0,35.41755889,35.43599258,2453
60,405,74,0,1,1,2,0,0,1.783930355,0,1.755888651,1.783930355,1166
62,237,1352,0,1,1,3,0,0,53.41801056,0,53.40471092,53.41801056,2396
55,763,763,0,1,2,2,0,0,45.2690167,0,45.25339044,45.2690167,2624
54,1124,91,1,0,1,2,0,1,67.37548166,0,67.36616702,67.37548166,1174
36,256,63,2,0,1,3,0,1,36.36363636,0,36.34546752,36.36363636,2801
50,364,57,0,0,1,2,0,0,55.45882689,0,55.44610992,55.45882689,1825
53,401,167,0,0,1,2,0,0,42.18638504,0,42.16987866,42.18638504,2874
64,187,0,8,1,2,2,0,0,39.63179677,0,39.61456103,39.63179677,1051
53,17,109,19,1,2,3,0,0,41.60125589,0,41.58458244,41.60125589,2766
51,0,0,0,1,1,3,0,0,29.2136435,0,29.19343326,29.2136435,2021
46,61,24,0,0,1,2,0,0,70.27258456,0,70.26409707,70.27258456,1269
65,33,579,0,1,1,3,0,0,35.47880691,0,35.46038544,35.47880691,1128
79,0,0,1,1,1,3,0,0,44.1701156,1,44.15417559,44.1701156,1756
54,0,1096,2,1,2,3,0,0,62.80861995,0,62.79800143,62.80861995,2935
49,36,91,0,0,1,2,0,0,45.02640217,0,45.01070664,45.02640217,1825
58,336,178,0,1,2,2,0,0,25.00356786,1,24.9821556,25.00356786,1358
46,560,13,1,0,1,3,0,1,63.20822035,0,63.19771592,63.20822035,2694
49,8,19,0,1,1,3,0,0,36.43499358,0,36.41684511,36.43499358,2306
45,390,37,0,0,1,2,0,0,39.7745112,0,39.7573162,39.7745112,1558
52,20,79,0,0,1,2,0,0,37.44826602,0,37.43040685,37.44826602,2050
43,184,69,0,0,2,3,0,0,33.28100471,0,33.26195575,33.28100471,1950
48,65,20,0,0,1,2,0,0,54.95932639,0,54.94646681,54.95932639,2418
61,319,265,0,1,1,2,0,0,51.87669473,0,51.86295503,51.87669473,2506
58,12,0,0,1,2,3,0,0,60.3253889,0,60.31406138,60.3253889,2501
52,440,167,0,0,1,2,0,0,49.40773512,0,49.39329051,49.40773512,1723
51,74,106,2,0,2,2,0,1,55.24475524,0,55.23197716,55.24475524,1867
69,13,149,0,1,1,2,0,0,21.79249322,0,21.77016417,21.79249322,1734
63,9,76,0,1,1,3,0,0,58.71271586,0,58.70092791,58.71271586,1827
64,3,10,2,1,2,3,0,0,24.33281005,0,24.31120628,24.33281005,1647
54,26,77,0,1,2,2,0,0,50.62080776,0,50.60670949,50.62080776,2073
44,206,38,0,0,1,3,0,0,42.25774226,0,42.24125625,42.25774226,2831
51,382,166,2,0,1,2,0,1,55.7299843,0,55.71734475,55.7299843,2394
36,421,176,0,0,1,2,0,0,25.68859712,0,25.66738044,25.68859712,2296
73,26,137,0,1,3,3,0,0,51.79106608,0,51.77730193,51.79106608,1851
63,4,7,3,1,2,3,0,0,62.96560582,0,62.95503212,62.96560582,1061
49,4,129,0,0,2,2,0,0,53.94605395,0,53.93290507,53.94605395,1512
44,1116,204,0,0,1,2,0,0,52.88996718,0,52.87651677,52.88996718,2559
50,40,89,1,1,1,3,1,0,10.83202512,0,10.80656674,10.83202512,2053
47,329,20,0,0,1,3,0,0,52.94705295,0,52.93361884,52.94705295,2911
44,0,0,0,0,1,3,0,0,48.67989154,0,48.66523911,48.67989154,2780
62,10,27,0,1,2,2,0,0,40.48808335,0,40.47109208,40.48808335,2197
28,33,0,1,0,2,3,1,1,88.96817468,0,88.96502498,88.96817468,1769
51,228,46,7,0,1,3,0,0,24.28999572,0,24.26837973,24.28999572,2408
64,241,119,0,1,1,2,0,0,45.12630227,0,45.11063526,45.12630227,2708
62,183,302,0,1,1,3,0,0,33.88040531,0,33.86152748,33.88040531,1210
28,14,0,0,0,2,2,0,0,65.54873698,0,65.53890079,65.54873698,2561
84,0,39,0,1,1,2,0,0,3.724846582,0,3.697359029,3.724846582,1867
71,1000,532,2,1,1,2,1,0,30.59797346,0,30.57815846,30.59797346,2609
41,458,22,1,0,1,3,0,1,78.73555016,0,78.72947894,78.73555016,2451
45,518,115,0,0,1,3,0,0,36.34936492,0,36.33119201,36.34936492,1777
39,0,4,1,0,2,3,0,1,8.83402312,0,8.80799429,8.83402312,1604
70,134,185,2,1,1,3,1,0,21.26444984,0,21.24197002,21.26444984,2168
45,692,42,0,0,1,2,0,0,54.16012559,0,54.14703783,54.16012559,2681
51,48,175,0,1,1,3,0,0,36.77750821,0,36.75945753,36.77750821,2673
37,8,0,0,0,1,2,0,0,56.2294848,0,56.21698787,56.2294848,2917
46,223,102,0,0,3,3,0,0,17.28271728,0,17.25910064,17.28271728,2497
58,179,230,0,1,1,3,0,0,43.14257171,0,43.12633833,43.14257171,2287
69,191,671,0,1,1,2,0,0,34.62252034,1,34.60385439,34.62252034,1087
45,9,11,0,0,2,3,0,0,60.19694591,0,60.18558173,60.19694591,1116
55,128,42,0,1,1,2,0,0,43.74197231,0,43.72591006,43.74197231,1359
74,556,556,0,1,1,3,0,0,34.69387755,0,34.67523198,34.69387755,1132
75,1501,315,0,1,1,3,0,0,56.3293849,0,56.31691649,56.3293849,1308
54,122,240,0,1,2,3,0,0,74.11160268,0,74.10421128,74.11160268,2618
62,0,0,0,1,2,3,0,0,24.87512488,0,24.85367595,24.87512488,1085
41,5,116,0,0,1,2,0,0,41.60125589,0,41.58458244,41.60125589,1760
52,23,21,0,1,1,3,0,0,41.54417012,0,41.52748037,41.54417012,2640
62,580,407,2,1,3,3,1,0,25.66005423,0,25.63882941,25.66005423,2332
63,20,52,1,1,1,3,1,0,25.74568289,0,25.72448251,25.74568289,2151
74,0,0,1,1,1,2,0,0,70.51519909,0,70.50678087,70.51519909,1438
52,0,2,0,0,2,3,0,0,75.82417582,0,75.81727338,75.82417582,2555
47,177,173,2,0,1,3,0,1,18.39588982,0,18.37259101,18.39588982,1202
71,108,235,0,1,1,3,0,0,71.75681461,0,71.74875089,71.75681461,2289
55,0,53,0,1,1,2,0,0,54.78806907,0,54.7751606,54.78806907,1908
62,43,212,0,1,1,3,0,0,50.84915085,0,50.83511777,50.84915085,2723
59,416,609,1,1,2,3,1,0,45.64007421,0,45.62455389,45.64007421,2710
54,1360,149,0,1,1,2,0,0,67.10432425,0,67.09493219,67.10432425,1089
73,690,690,1,1,2,3,1,0,25.80276866,0,25.78158458,25.80276866,1178
41,22,35,0,0,1,2,0,0,7.763664907,0,7.737330478,7.763664907,1232
34,20,1,0,0,2,3,0,0,55.21621236,0,55.20342612,55.21621236,1312
56,290,70,1,1,1,2,0,1,14.72812901,0,14.70378301,14.72812901,1411
48,449,246,2,0,1,2,0,1,28.14328529,0,28.12276945,28.14328529,1750
69,0,0,6,1,1,2,1,0,29.29927216,0,29.27908637,29.29927216,2359
47,0,7,0,0,2,3,0,0,24.46125303,0,24.43968594,24.46125303,2966
44,5,3,0,0,1,3,0,0,53.06122449,0,53.04782298,53.06122449,2766
52,4,9,0,0,1,3,0,0,22.34907949,0,22.32690935,22.34907949,1032
73,20,302,0,1,1,3,0,0,43.74197231,0,43.72591006,43.74197231,1995
61,92,311,1,1,1,3,0,0,70.21549879,0,70.206995,70.21549879,2915
66,231,386,0,1,1,2,0,0,50.02140716,0,50.00713776,50.02140716,1074
66,351,130,2,1,1,2,0,0,38.80405309,0,38.78658101,38.80405309,2049
71,695,382,0,1,1,2,0,0,43.14257171,0,43.12633833,43.14257171,1102
47,418,57,2,0,2,2,0,1,69.71599829,0,69.70735189,69.71599829,2157
51,2,7,1,1,1,3,0,0,67.44683888,0,67.43754461,67.44683888,1588
57,2,5,9,1,1,3,0,0,55.0306836,0,55.0178444,55.0306836,1200
74,180,625,0,1,2,2,0,0,39.68888255,0,39.6716631,39.68888255,2100
52,4,10,0,1,1,3,0,0,27.75795633,0,27.73733048,27.75795633,2839
46,271,35,0,0,1,2,0,0,36.53489368,0,36.51677373,36.53489368,1547
70,0,0,0,1,1,3,0,0,25.71714,0,25.69593148,25.71714,2056
42,589,62,0,0,1,2,0,0,33.82331954,0,33.80442541,33.82331954,1446
64,141,368,2,1,1,3,1,0,45.83987441,0,45.82441113,45.83987441,2715
51,196,36,0,0,1,3,0,0,64.34993578,0,64.33975732,64.34993578,2432
27,0,18,8,0,3,3,0,1,72.02797203,0,72.01998572,72.02797203,1431
50,299,195,2,0,2,2,0,0,43.75624376,0,43.74018558,43.75624376,2954
68,1501,493,0,1,2,3,0,0,36.19237905,0,36.17416131,36.19237905,2469
53,0,0,10,1,2,3,1,0,28.2146425,0,28.19414704,28.2146425,1358
62,0,193,0,1,2,3,0,0,24.13300985,0,24.11134904,24.13300985,1984
44,2,285,0,0,1,3,0,0,50.64935065,0,50.63526053,50.64935065,1106
75,0,361,8,1,2,2,0,0,50.03567861,0,50.02141328,50.03567861,1172
51,0,0,1,0,1,3,0,1,51.74825175,0,51.73447537,51.74825175,2590
52,877,41,0,1,1,3,0,0,51.37719423,0,51.36331192,51.37719423,2439
48,205,73,1,0,2,2,0,1,61.6240902,0,61.61313348,61.6240902,2818
75,277,993,0,1,2,2,0,0,42.74297131,1,42.72662384,42.74297131,1075
42,120,74,0,0,1,3,0,0,51.61980876,0,51.60599572,51.61980876,2946
64,4,38,0,1,1,3,0,0,26.15955473,0,26.13847252,26.15955473,2576
46,215,31,2,1,1,2,0,1,32.65306122,0,32.63383298,32.65306122,2226
69,0,106,0,1,1,3,0,0,50.03567861,1,50.02141328,50.03567861,2859
44,738,178,2,0,2,3,0,1,12.03082632,1,12.00571021,12.03082632,1029
83,463,252,0,1,1,3,0,0,9.247894962,1,9.221984297,9.247894962,2189
68,205,739,3,1,2,3,0,0,4.224347081,1,4.197002141,4.224347081,2096
48,39,169,0,0,1,3,0,0,16.24090196,1,16.21698787,16.24090196,1960
57,290,165,6,1,3,3,0,0,5.209076638,1,5.182012848,5.209076638,2643
31,177,100,0,0,1,3,0,0,10.53232482,1,10.50678087,10.53232482,2185
62,28,145,0,1,2,3,0,0,33.0098473,1,32.99072091,33.0098473,1010
55,119,11,0,0,1,2,0,0,20.60796347,1,20.58529622,20.60796347,1716
67,2,148,0,1,1,2,0,0,57.84215784,1,57.83012134,57.84215784,2361
40,6,0,0,0,2,3,0,0,5.480234052,1,5.45324768,5.480234052,1565
62,120,320,1,1,1,3,0,0,16.39788783,1,16.37401856,16.39788783,2081
37,140,91,2,0,1,3,0,1,10.08991009,1,10.06423983,10.08991009,1407
63,39,89,0,1,1,3,0,0,44.85514486,1,44.83940043,44.85514486,1507
50,0,0,0,1,1,3,0,0,10.27543885,1,10.24982156,10.27543885,1444
40,852,263,0,0,1,3,0,0,13.07264164,1,13.04782298,13.07264164,1781
33,476,38,12,0,2,2,0,1,8.462965606,1,8.436830835,8.462965606,2471
30,83,58,0,0,2,2,0,0,4.695304695,1,4.668094218,4.695304695,2746
37,352,73,0,0,1,2,0,0,61.78107607,1,61.77016417,61.78107607,1154
37,131,62,1,0,1,2,0,1,14.78521479,1,14.76088508,14.78521479,2559
78,0,2,0,1,2,3,0,0,43.94177251,1,43.92576731,43.94177251,2135
40,1,3,0,0,2,3,0,0,10.44669616,1,10.42112777,10.44669616,2917
49,671,220,0,0,1,2,0,0,47.6666191,1,47.65167737,47.6666191,1739
45,4,0,12,0,3,2,0,1,8.776937348,1,8.75089222,8.776937348,1325
50,77,215,0,0,1,3,0,0,48.22320537,1,48.20842256,48.22320537,1127
60,138,46,0,1,1,3,0,0,34.12301984,1,34.10421128,34.12301984,1587
67,1490,999,0,1,2,3,0,0,22.42043671,1,22.39828694,22.42043671,1041
71,739,356,0,1,1,3,0,0,15.4559726,1,15.4318344,15.4559726,1391
61,24,192,1,1,1,3,0,0,10.07563865,1,10.04996431,10.07563865,1768
64,26,116,0,1,1,3,0,0,44.52690167,1,44.51106353,44.52690167,2934
43,61,114,13,0,2,3,0,0,3.682032253,1,3.654532477,3.682032253,1799
45,453,1700,2,0,1,3,0,1,10.4609676,1,10.43540328,10.4609676,2970
48,73,79,0,0,1,2,0,0,43.88468674,1,43.86866524,43.88468674,1836
40,25,11,0,0,2,2,0,0,0.856286571,1,0.827980014,0.856286571,1831
62,556,556,0,1,1,2,0,0,30.06993007,1,30.04996431,30.06993007,2654
41,12,0,2,0,2,3,0,1,16.5548737,1,16.53104925,16.5548737,2882
53,0,0,4,0,2,2,0,0,4.295704296,1,4.268379729,4.295704296,1016
47,40,15,12,0,2,3,0,0,1.113172542,1,1.084939329,1.113172542,1001
45,49,106,0,0,2,3,0,0,22.66305123,1,22.64097074,22.66305123,1614
78,142,344,5,1,3,3,0,0,37.43399458,1,37.41613133,37.43399458,1139
45,256,0,0,0,1,3,0,0,36.16383616,1,36.14561028,36.16383616,1119
41,388,26,3,0,1,2,0,1,44.61253033,1,44.59671663,44.61253033,1324
36,12,12,0,0,1,3,0,0,35.73569288,1,35.71734475,35.73569288,2882
39,700,48,0,0,1,2,0,0,19.62323391,1,19.60028551,19.62323391,2638
44,559,152,0,0,1,3,0,0,23.09119452,1,23.06923626,23.09119452,1117
75,504,504,0,1,1,3,0,0,26.44498359,1,26.42398287,26.44498359,2955
41,119,10,2,0,1,2,0,1,50.72070786,1,50.70663812,50.72070786,1970
33,0,0,0,0,2,3,0,0,22.07792208,1,22.05567452,22.07792208,2061
32,0,0,0,0,1,3,0,0,7.563864707,1,7.537473233,7.563864707,2585
55,13,0,6,1,2,3,0,0,6.12244898,1,6.095645967,6.12244898,1455
51,1,3,11,1,1,3,1,0,1.398601399,1,1.370449679,1.398601399,2923
41,29,9,0,0,1,3,0,0,70.10132724,1,70.09279086,70.10132724,1163
37,0,0,0,0,2,3,0,0,4.952190666,1,4.925053533,4.952190666,2814
65,5,225,13,1,1,2,1,0,4.224347081,1,4.197002141,4.224347081,1731
38,153,52,0,0,2,3,0,0,25.83131155,1,25.81013562,25.83131155,1271
57,23,0,2,0,2,3,0,0,2.782931354,1,2.755174875,2.782931354,2612
49,505,82,0,0,1,3,0,0,38.8754103,1,38.8579586,38.8754103,2167
60,3000,135,5,1,2,2,0,0,4.895104895,1,4.867951463,4.895104895,1492
66,15,245,2,1,3,3,1,0,25.26045383,1,25.23911492,25.26045383,2689
35,25,16,2,0,2,3,0,1,37.61952333,1,37.60171306,37.61952333,2112
38,10,96,0,0,1,3,0,0,8.049093763,1,8.022840828,8.049093763,2758
44,287,109,0,0,1,3,0,0,37.74796632,1,37.73019272,37.74796632,2368
45,133,88,0,0,2,3,0,0,9.190809191,1,9.164882227,9.190809191,1130
48,8,4,0,0,2,2,0,0,43.98458684,1,43.96859386,43.98458684,2897
70,1215,209,0,1,1,3,0,0,15.81275867,1,15.78872234,15.81275867,1884
62,0,0,20,1,2,2,0,0,23.43370915,1,23.41184868,23.43370915,2489
43,174,42,0,0,1,2,0,0,5.137719423,1,5.110635261,5.137719423,1769
47,59,60,1,0,1,3,0,1,43.48508634,1,43.46895075,43.48508634,1250
64,558,558,2,1,2,3,1,0,27.15855573,1,27.13775874,27.15855573,1418
42,84,19,3,0,2,2,0,0,11.60268303,1,11.57744468,11.60268303,1775
50,1116,596,0,0,1,2,0,0,48.60853432,1,48.59386153,48.60853432,2251
42,0,134,4,0,1,3,0,1,14.22862851,1,14.2041399,14.22862851,1369
32,0,7,15,0,2,3,0,1,0.670757814,1,0.642398287,0.670757814,1049
37,58,23,5,0,1,3,0,1,9.547595262,1,9.521770164,9.547595262,1296
47,216,26,6,0,2,3,0,0,19.40916227,1,19.38615275,19.40916227,2024
61,0,9,0,1,1,3,0,0,61.80961895,1,61.7987152,61.80961895,1331
61,7,0,0,1,3,3,0,0,17.58241758,1,17.55888651,17.58241758,1819
60,174,909,0,1,2,3,0,0,42.64307121,1,42.62669522,42.64307121,2694
46,271,85,0,0,2,3,0,0,8.263165406,1,8.23697359,8.263165406,2588
59,129,583,5,1,1,3,0,0,31.55416013,1,31.53461813,31.55416013,1597
45,0,0,8,0,2,3,0,1,3.096903097,1,3.06923626,3.096903097,2346
54,0,4,1,1,3,3,1,0,11.03182532,1,11.00642398,11.03182532,2717
50,0,5,0,1,2,3,0,0,15.52732981,1,15.50321199,15.52732981,1539
54,36,73,2,0,1,2,0,1,13.22962752,1,13.20485368,13.22962752,1577
36,0,0,17,0,2,3,0,1,8.477237049,1,8.451106353,8.477237049,1838
54,104,335,0,1,1,3,0,0,3.453689168,1,3.426124197,3.453689168,2775
39,15,71,4,0,1,3,0,1,14.59968603,1,14.57530335,14.59968603,2115
69,379,210,1,1,1,3,1,0,11.73112602,1,11.70592434,11.73112602,2816
55,55,260,4,1,2,2,0,1,37.57670901,1,37.55888651,37.57670901,2812
63,2,2,13,1,3,3,0,0,0.599400599,1,0.5710207,0.599400599,1754
43,135,15,0,0,2,3,0,0,39.63179677,1,39.61456103,39.63179677,1475
43,0,0,0,0,2,3,0,0,20.40816327,1,20.38543897,20.40816327,1291
73,174,1000,0,1,1,3,0,0,9.048094762,1,9.022127052,9.048094762,2412
40,196,278,4,0,1,2,0,0,30.35535893,1,30.33547466,30.35535893,1350
72,346,147,4,1,1,2,0,0,9.818752676,1,9.793004996,9.818752676,1367
40,807,85,5,0,1,2,0,1,27.24418439,1,27.22341185,27.24418439,1418
57,4,0,11,1,2,3,0,1,6.693306693,1,6.666666667,6.693306693,2717
70,15,170,0,1,2,3,0,0,5.651491366,1,5.62455389,5.651491366,1772
31,4,14,2,0,1,2,0,1,21.27872128,1,21.25624554,21.27872128,2892
51,15,0,0,0,2,3,0,0,4.481233053,1,4.453961456,4.481233053,2394
39,35,38,4,0,1,2,0,1,31.5113458,1,31.49179158,31.5113458,1339
79,12,6,15,1,2,3,0,0,17.12573141,1,17.10206995,17.12573141,1452
74,71,612,4,1,1,2,0,0,6.293706294,1,6.266952177,6.293706294,2338
45,0,5,2,0,2,3,0,1,3.567860711,1,3.540328337,3.567860711,2543
43,58,88,0,0,1,3,0,0,26.65905523,1,26.63811563,26.65905523,1546
38,7,9,0,0,1,2,0,0,12.9584701,1,12.93361884,12.9584701,2568
44,927,84,7,0,1,2,0,0,10.11845298,1,10.09279086,10.11845298,1911
44,184,104,0,0,2,2,0,0,29.0138433,1,28.99357602,29.0138433,2298
70,13,972,0,1,1,3,0,0,26.23091195,1,26.20985011,26.23091195,2868
69,1779,56,2,1,2,3,0,0,4.880833452,1,4.853675946,4.880833452,1309
62,50,48,0,1,3,2,0,0,48.45154845,1,48.43683084,48.45154845,2210
45,7,8,0,0,2,3,0,0,3.781932353,1,3.754461099,3.781932353,1629
50,0,0,3,0,3,3,0,1,6.87883545,1,6.852248394,6.87883545,1237
40,1710,49,0,0,2,3,0,0,28.47152847,1,28.45110635,28.47152847,1623
73,590,482,8,1,3,3,0,0,6.893106893,1,6.866523911,6.893106893,2575
55,17,110,6,1,2,3,0,1,23.96175253,1,23.94004283,23.96175253,1107
58,0,51,2,1,2,3,0,0,7.17853575,1,7.152034261,7.17853575,2154
39,74,574,0,0,2,3,0,0,32.85286142,1,32.83369022,32.85286142,2273
41,424,140,0,0,1,3,0,0,27.77222777,1,27.751606,27.77222777,2558
67,5,92,0,1,2,3,0,0,4.238618524,1,4.211277659,4.238618524,1522
46,186,30,15,0,2,3,0,0,6.250891965,1,6.224125625,6.250891965,2597
37,30,20,0,0,1,3,0,0,15.71285857,1,15.68879372,15.71285857,2617
78,123,867,1,1,2,3,1,0,18.1532753,1,18.12990721,18.1532753,1470
36,27,97,0,0,1,3,0,0,14.79948623,1,14.7751606,14.79948623,1610
41,14,210,0,0,1,2,0,0,17.53960325,1,17.51605996,17.53960325,1073
43,11,13,1,0,1,2,0,1,6.265163408,1,6.238401142,6.265163408,1761
44,80,13,0,0,1,3,0,0,7.920650778,1,7.894361171,7.920650778,1624
40,263,141,3,0,1,3,0,1,4.795204795,1,4.768022841,4.795204795,1449
42,21,56,0,0,1,2,0,0,17.18281718,1,17.15917202,17.18281718,2737
38,512,90,2,0,1,3,0,1,20.92193521,1,20.8993576,20.92193521,1771
68,1,16,0,1,1,3,0,0,20.99329242,1,20.97073519,20.99329242,2638
44,7,17,0,0,1,3,0,0,11.3600685,1,11.33476089,11.3600685,2336
74,0,0,4,1,2,3,1,0,14.92792921,1,14.90364026,14.92792921,1220
41,231,99,1,0,1,3,0,1,36.24946482,1,36.23126338,36.24946482,2751
32,12,70,0,0,1,3,0,0,9.79020979,1,9.764453961,9.79020979,2577
37,456,74,1,0,1,2,0,1,1.227344084,1,1.199143469,1.227344084,2543
43,413,98,0,0,2,3,0,0,7.27843585,1,7.251962884,7.27843585,2532
81,123,278,11,1,2,2,0,0,6.250891965,1,6.224125625,6.250891965,2424
43,37,12,0,0,1,2,0,0,10.48951049,1,10.46395432,10.48951049,2879
64,0,625,0,1,1,3,0,0,28.22891394,1,28.20842256,28.22891394,1952
46,8,0,3,0,1,3,0,1,1.45568717,1,1.427551749,1.45568717,2858
46,324,13,10,0,3,3,0,1,0.913372342,1,0.885082084,0.913372342,2445
